"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10"
"Mean",0.906462992125984,0.975350083752094,0.918798780487805,0.92084520123839,0.916898461538462,0.930132701421801,0.966064080944351,0.930766561514196,0.978131979695431,0.972162866449511
"SE",0.000625484127955711,0.000400783956522254,0.000558744756687225,0.000440287202637256,0.00058269806403572,0.000408462352345146,0.000315120561399038,0.000411928500605627,0.000313979963448092,0.000363168507700607
