"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20"
0.462365591397849,0.526881720430108,0.666666666666667,0.655913978494624,0.709677419354839,0.78494623655914,0.741935483870968,0.827956989247312,0.849462365591398,0.89247311827957,0.870967741935484,0.903225806451613,0.924731182795699,0.956989247311828,0.946236559139785,0.956989247311828,0.956989247311828,0.989247311827957,1
0.548387096774194,0.483870967741935,0.67741935483871,0.688172043010753,0.774193548387097,0.752688172043011,0.806451612903226,0.827956989247312,0.838709677419355,0.935483870967742,0.903225806451613,0.89247311827957,0.913978494623656,0.924731182795699,0.978494623655914,0.956989247311828,0.989247311827957,0.967741935483871,1
0.494623655913978,0.634408602150538,0.688172043010753,0.709677419354839,0.752688172043011,0.774193548387097,0.817204301075269,0.89247311827957,0.89247311827957,0.89247311827957,0.870967741935484,0.903225806451613,0.956989247311828,0.956989247311828,0.946236559139785,0.978494623655914,0.967741935483871,1,1
0.526881720430108,0.548387096774194,0.559139784946237,0.752688172043011,0.698924731182796,0.78494623655914,0.89247311827957,0.827956989247312,0.849462365591398,0.870967741935484,0.881720430107527,0.913978494623656,0.903225806451613,0.935483870967742,0.946236559139785,0.956989247311828,0.956989247311828,0.989247311827957,1
0.494623655913978,0.537634408602151,0.67741935483871,0.655913978494624,0.763440860215054,0.849462365591398,0.741935483870968,0.838709677419355,0.806451612903226,0.860215053763441,0.903225806451613,0.903225806451613,0.924731182795699,0.913978494623656,0.935483870967742,0.946236559139785,0.967741935483871,1,1
0.473118279569892,0.526881720430108,0.634408602150538,0.56989247311828,0.731182795698925,0.731182795698925,0.827956989247312,0.78494623655914,0.849462365591398,0.849462365591398,0.860215053763441,0.935483870967742,0.924731182795699,0.956989247311828,0.935483870967742,0.946236559139785,0.978494623655914,0.989247311827957,1
0.483870967741935,0.612903225806452,0.602150537634409,0.709677419354839,0.67741935483871,0.806451612903226,0.774193548387097,0.795698924731183,0.860215053763441,0.881720430107527,0.849462365591398,0.903225806451613,0.913978494623656,0.924731182795699,0.924731182795699,0.946236559139785,0.956989247311828,0.978494623655914,1
0.354838709677419,0.526881720430108,0.688172043010753,0.752688172043011,0.763440860215054,0.795698924731183,0.763440860215054,0.774193548387097,0.827956989247312,0.838709677419355,0.870967741935484,0.913978494623656,0.89247311827957,0.946236559139785,0.978494623655914,0.989247311827957,0.967741935483871,1,1
0.494623655913978,0.494623655913978,0.709677419354839,0.655913978494624,0.731182795698925,0.752688172043011,0.752688172043011,0.752688172043011,0.870967741935484,0.849462365591398,0.849462365591398,0.817204301075269,0.903225806451613,0.935483870967742,0.935483870967742,0.956989247311828,0.989247311827957,0.989247311827957,1
0.408602150537634,0.537634408602151,0.645161290322581,0.645161290322581,0.741935483870968,0.774193548387097,0.774193548387097,0.849462365591398,0.827956989247312,0.881720430107527,0.913978494623656,0.913978494623656,0.913978494623656,0.89247311827957,0.956989247311828,0.956989247311828,0.978494623655914,0.989247311827957,1
0.473118279569892,0.559139784946237,0.666666666666667,0.645161290322581,0.763440860215054,0.741935483870968,0.774193548387097,0.849462365591398,0.827956989247312,0.795698924731183,0.89247311827957,0.935483870967742,0.935483870967742,0.903225806451613,0.935483870967742,0.978494623655914,0.967741935483871,1,1
0.526881720430108,0.612903225806452,0.688172043010753,0.666666666666667,0.752688172043011,0.741935483870968,0.795698924731183,0.795698924731183,0.870967741935484,0.913978494623656,0.860215053763441,0.924731182795699,0.870967741935484,0.924731182795699,0.967741935483871,0.978494623655914,0.967741935483871,1,1
0.494623655913978,0.559139784946237,0.655913978494624,0.688172043010753,0.763440860215054,0.731182795698925,0.849462365591398,0.795698924731183,0.838709677419355,0.806451612903226,0.849462365591398,0.881720430107527,0.924731182795699,0.89247311827957,0.967741935483871,0.978494623655914,0.956989247311828,0.989247311827957,1
0.440860215053763,0.559139784946237,0.602150537634409,0.688172043010753,0.709677419354839,0.752688172043011,0.774193548387097,0.806451612903226,0.849462365591398,0.795698924731183,0.849462365591398,0.881720430107527,0.913978494623656,0.946236559139785,0.913978494623656,0.978494623655914,0.967741935483871,0.989247311827957,1
