"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20"
0.212,0.121,0.0902,0.0818,0.1131,0.1082,0.1034,0.1275,0.1181,0.1156,0.1329,0.1258,0.1295,0.133,0.1321,0.1366,0.1357,0.1298,0.1273
