"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20"
0.473118279569892,0.612903225806452,0.645161290322581,0.709677419354839,0.752688172043011,0.774193548387097,0.795698924731183,0.806451612903226,0.849462365591398,0.89247311827957,0.935483870967742,0.946236559139785,0.956989247311828,0.967741935483871,0.978494623655914,1,1,1,1
