"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20"
0.2069,0.1613,0.1476,0.1206,0.1073,0.1063,0.0986,0.1046,0.1089,0.1104,0.108,0.1016,0.0967,0.0937,0.0908,0.0895,0.0899,0.0896,0.0934
