"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20"
0.1843,0.121,0.1059,0.0932,0.0751,0.0782,0.1071,0.0997,0.1212,0.1142,0.1283,0.1261,0.1202,0.1188,0.1222,0.128,0.128,0.1258,0.1273
