"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20"
0.1308,0.1005,0.1116,0.1144,0.1115,0.1059,0.1047,0.0977,0.0888,0.1129,0.1094,0.1036,0.1019,0.1007,0.0959,0.1,0.0983,0.0957,0.0934
