"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20"
0.526881720430108,0.591397849462366,0.666666666666667,0.763440860215054,0.795698924731183,0.827956989247312,0.849462365591398,0.870967741935484,0.89247311827957,0.903225806451613,0.913978494623656,0.924731182795699,0.924731182795699,0.946236559139785,0.956989247311828,0.956989247311828,0.989247311827957,0.989247311827957,1
