"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20"
0.473118279569892,0.591397849462366,0.655913978494624,0.763440860215054,0.795698924731183,0.838709677419355,0.870967741935484,0.881720430107527,0.903225806451613,0.924731182795699,0.935483870967742,0.946236559139785,0.956989247311828,0.956989247311828,0.956989247311828,0.956989247311828,0.967741935483871,0.978494623655914,1
