"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20"
0.1947,0.1613,0.132,0.1088,0.0984,0.0984,0.0893,0.0957,0.0895,0.0857,0.085,0.0884,0.0854,0.0906,0.091,0.0897,0.0905,0.0939,0.0934
