"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26","Pop27","Pop28","Pop29","Pop30","Pop31"
"Mean",0.938566666666667,0.969714285714286,0.972175438596491,0.910952380952381,0.967785714285714,0.985587301587302,0.984111111111111,0.9735,0.981071428571429,0.961766666666667,0.963966101694915,0.972763636363636,0.953033333333333,0.927555555555556,0.946095238095238,0.980909090909091,0.955859649122807,0.946105263157895,0.975636363636364,0.989111111111111,0.991,0.951228070175439,0.965322033898305,0.949625,0.927015873015873,0.969454545454545,0.960285714285714,0.95832,0.982846153846154,0.956,0.9309375
"SE",0.00201190566819728,0.00119417594768137,0.000687638860566706,0.00243073362627544,0.00101921641175164,0.000753186754597915,0.000792483262911862,0.000772459310755943,0.000676611677275594,0.00133123666144086,0.000859137608255354,0.00102890406167339,0.00125754812991095,0.00156227753687512,0.0021668637202419,0.000922114761072335,0.00151918934923746,0.00164943171997009,0.000873752965007628,0.000531917515086769,0.00143125713761992,0.00119613836876267,0.00106546305986676,0.00122429453145682,0.00279937175743586,0.000881753288636659,0.00107898376398642,0.0011731614618761,0.00123690565964697,0.00215093217391453,0.00269560575627939
