"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26","Pop27","Pop28","Pop29","Pop30","Pop31"
"Mean",0.808389830508475,0.8387533632287,0.822874458874459,0.775894308943089,0.829294900221729,0.820769230769231,0.84236,0.808336206896552,0.816732026143791,0.82837339055794,0.789008547008547,0.82827293064877,0.81551724137931,0.803177215189873,0.770632443531827,0.786518201284797,0.83035761589404,0.8065,0.835414965986395,0.908825641025641,0.856612440191388,0.80236043956044,0.854592255125285,0.851366197183099,0.804931034482759,0.824608501118568,0.82276821192053,0.831471783295711,0.82675113122172,0.817691629955947,0.787375796178344
"SE",0.000713399925123772,0.000782062042379553,0.000770309973962294,0.00131002777750628,0.000890929434899575,0.00116139378544916,0.000742593544157995,0.000883270234778132,0.000837607254359918,0.000705703022483142,0.00159391658278137,0.00136748524131358,0.00091052651429692,0.000773141924438355,0.00222199774156808,0.000908809874536888,0.00125588464162989,0.000930198040522331,0.00113809240693046,0.00112307973868002,0.00130483209100405,0.00109640768013254,0.00140488470173304,0.000867168956814324,0.00120304750652973,0.00127368391346329,0.00107585823592952,0.000713296037681655,0.00175452926954915,0.00103982038653823,0.00142800553443819
