"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26","Pop27","Pop28","Pop29","Pop30","Pop31"
"Mean",0.959847457627119,0.975618834080717,0.965887445887446,0.942455284552846,0.964425720620843,0.967035343035343,0.981222222222222,0.963801724137931,0.966287581699346,0.971763948497854,0.96834188034188,0.976375838926175,0.970943965517241,0.958561181434599,0.967449691991786,0.955880085653105,0.964587196467991,0.968456140350877,0.991904761904762,0.99405641025641,0.981153110047847,0.961059340659341,0.962068337129841,0.966399061032864,0.959961206896552,0.97158836689038,0.975320088300221,0.969011286681716,0.962009049773756,0.965246696035242,0.958539278131635
"SE",0.000516681390266824,0.000331899704586802,0.000467101071013709,0.000999655209853174,0.000520958299668054,0.000497786154306028,0.000397118446363137,0.000460946271193809,0.000325657668876957,0.00032064657052482,0.000498964093698973,0.000543337647161825,0.00033959533936637,0.000718749488992216,0.000700337326355368,0.000382466364644543,0.000510900907166249,0.000373006589382956,0.000231859939572614,0.000200689213645074,0.000362154372184026,0.00050627306577565,0.00099872598132796,0.00048815737052963,0.000691315415527456,0.000437063051965176,0.000441054067698303,0.0004126350432715,0.000901984186697601,0.000422833684068632,0.00115713493620564
