"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26","Pop27","Pop28","Pop29","Pop30","Pop31"
"Mean",0.925366666666667,0.958964285714286,0.964280701754386,0.897873015873016,0.960857142857143,0.979111111111111,0.97862962962963,0.96225,0.97425,0.946966666666667,0.952,0.960727272727273,0.942333333333333,0.91615873015873,0.930571428571429,0.9712,0.944245614035088,0.926947368421053,0.962218181818182,0.985777777777778,0.98468,0.938456140350877,0.954847457627119,0.940375,0.906825396825397,0.960472727272727,0.949642857142857,0.9458,0.971923076923077,0.942509090909091,0.9129375
"SE",0.00210150935568533,0.00119246553415229,0.000762539853137196,0.00249224512463016,0.00105178577808053,0.000885268849993592,0.000879791829943818,0.000904767398188253,0.000837893098177602,0.00146678432150912,0.00106543388178476,0.00119134437201963,0.00129838980148399,0.00151378500628158,0.00239981753357856,0.00118703921212587,0.00157980967675648,0.00192201068995202,0.00127968739454395,0.000618380480340836,0.00180207940456594,0.00141583379956169,0.0012612359210658,0.00123267751208851,0.00291015315692348,0.000960204188357994,0.00128192733639616,0.00137364252539558,0.00179931658389945,0.00226789517288878,0.00288948575760234
