"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26","Pop27","Pop28","Pop29","Pop30","Pop31"
"Mean",0.967847457627119,0.981932735426009,0.972593073593074,0.954788617886179,0.972625277161863,0.975451143451143,0.988151111111111,0.972163793103448,0.97402614379085,0.979424892703863,0.977666666666667,0.983369127516779,0.980581896551724,0.966902953586498,0.976698151950719,0.966094218415418,0.971911699779249,0.97575,1,0.995948717948718,0.985368421052632,0.970004395604396,0.970350797266515,0.97224882629108,0.968646551724138,0.978035794183445,0.982220750551876,0.977259593679458,0.968963800904977,0.973083700440529,0.967503184713376
"SE",0.00048521551618997,0.000278714760566737,0.000394164317070561,0.00092212063703235,0.00045705083747541,0.000415749750057704,0.00035565819048615,0.000384621824084629,0.000287272934615839,0.000269088443991609,0.000429781039756618,0.000464687112872063,0.00027583311676469,0.000704009494770454,0.000621620919258138,0.000373904670165238,0.000469207902291393,0.000336981543476199,0,0.000163607881909212,0.000276767022263191,0.000449792770756975,0.00086788397521841,0.00043033904434881,0.000633621659221996,0.000347628577673983,0.000394730852614913,0.000372121049216056,0.000802937503626652,0.000400914089007016,0.00105459743462653
