"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26","Pop27","Pop28","Pop29","Pop30","Pop31"
"Mean",0.905566666666667,0.951321428571429,0.952912280701754,0.881523809523809,0.948642857142857,0.972063492063492,0.968444444444444,0.95075,0.962214285714286,0.934733333333333,0.936508474576271,0.946509090909091,0.928933333333333,0.898571428571429,0.913492063492063,0.954036363636364,0.929157894736842,0.907087719298246,0.9424,0.980222222222222,0.97168,0.924350877192982,0.942576271186441,0.929791666666667,0.885650793650794,0.948872727272727,0.933785714285714,0.92936,0.961076923076923,0.918654545454545,0.88059375
"SE",0.00212586105781656,0.00119185660495822,0.000878824204913254,0.00241853094508115,0.00119338370017455,0.00104297127612738,0.00108481716400948,0.00106635764404121,0.00113236397408651,0.00147889178389889,0.00120100145180088,0.00134400418151672,0.00126580500172125,0.00143773151579936,0.00252223665663585,0.0014444026027217,0.00176255105182186,0.00218163346814833,0.00158073832928745,0.000707570231321357,0.00228455544629023,0.00155468869928988,0.00142786990697718,0.00136975731759575,0.00294647315413798,0.00109098681935999,0.00155147324840677,0.00145609795085529,0.00217643247817356,0.00259506147519107,0.00321588133641694
