"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12"
-0.0031,-0.0096,-0.0102,0.002,-0.001,5e-04,-0.0011,3e-04,0.005,0.0013,-0.001
