"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12"
-1e-04,0.0047,0.0041,0.0103,0.0075,0.0041,0.0018,0.0049,0.0034,0.0037,0.0037
-0.0016,0.0051,0.0033,0.0069,0.0063,0.0046,0.0056,0.0018,0.003,0.0033,0.0037
0.0071,0.0155,0.0033,0.0039,0.0077,0.003,0.0027,0.0039,0.0052,0.0037,0.0037
0.0101,0.0022,-0.0012,-7e-04,0.0026,0.0036,0.0024,0.0055,0.0042,0.0037,0.0037
0.0139,-0.0025,-3e-04,0,-7e-04,0.0065,0.0026,0.0052,0.0024,0.0041,0.0037
-9e-04,0.0022,0.0039,0.0015,0.0051,0.0058,0.0017,0.0016,0.0041,0.0031,0.0037
-0.0178,0.0075,0.0025,0.0048,0.0037,0.0017,0.0022,0.0023,0.0045,0.0033,0.0037
0.0048,0.0051,0.0054,-0.0052,0.0044,0.0013,7e-04,0.0055,0.0032,0.0039,0.0037
9e-04,0.0046,0.0018,0.0041,0.0012,0.0037,0.0059,0.004,0.0024,0.0037,0.0037
-0.0018,0.001,0.0053,-7e-04,0.0066,0.0035,0.0031,0.0055,0.0047,0.003,0.0037
0.0202,0.0092,0.0012,1e-04,0.0026,0.0034,0.0026,0.0031,0.0044,0.0039,0.0037
0.0023,0.0021,0.0026,0.0062,0.0049,0.0026,0.0052,0.0031,0.0028,0.0039,0.0037
0.0047,0.0103,0.0026,0.0023,0.0083,0.0024,0.0032,0.0029,0.0032,0.003,0.0037
-9e-04,-0.0012,1e-04,0.009,0.0059,0.0071,0.0013,0.0021,0.0038,0.0051,0.0037
-0.0058,0.0058,0.0052,-0.0018,0.0049,0.0053,0.0035,0.0036,0.0043,0.0037,0.0037
-0.0027,0.0089,0.0054,0.0012,0.005,0.0033,0.0037,0.0039,0.0023,0.0039,0.0037
0.0103,0.0047,0.0021,0.0078,0.0078,0.0011,0.001,0.0044,0.0053,0.0037,0.0037
0.0114,0.004,-0.0029,0.0044,0.004,0.0035,0.0045,0.005,0.0022,0.0037,0.0037
-8e-04,0.0063,-0.0012,9e-04,0.0054,0.003,0.0012,0.0046,0.0022,0.0031,0.0037
0.0121,0.0032,2e-04,0.0056,0.0062,0.0038,0.0033,0.0018,0.0029,0.003,0.0037
0.0103,-0.0034,0.0089,0.0038,0.0038,4e-04,-1e-04,0.0016,0.0023,0.0031,0.0037
0.0144,0.0045,0.0022,0.0037,0.003,0.0058,0.0029,0.0029,0.0038,0.0033,0.0037
0.0014,0.0032,4e-04,0.0061,0.0017,0.0031,0.0031,0.0035,0.0037,0.0039,0.0037
0.0144,-0.0024,0.0021,-0.0011,0.0033,0.0046,0.0023,0.0035,0.0047,0.0041,0.0037
-0.0042,-7e-04,0.0084,0.0083,0.0036,1e-04,0.0015,0.0035,0.0016,0.0031,0.0037
0.0047,0.0086,-0.0035,-0.001,0.0023,0.0027,0.0019,0.0025,0.0024,0.0039,0.0037
0.0163,0.0092,0.0062,0.0056,0.0014,0.0071,0.0038,0.003,0.0031,0.0033,0.0037
-0.0027,0.0077,0.0056,-7e-04,0.0027,0.0034,0.0053,0.0045,0.0039,0.0024,0.0037
0.0139,0.0026,0.004,0.0084,0.0074,0.0033,0.0043,0.0034,0.003,0.0033,0.0037
0.0071,0.0011,0.0054,0.0021,0.0031,1e-04,0.0025,0.0017,0.004,0.0037,0.0037
0.0129,0.0033,-0.0012,0.0048,0.0036,0.003,0.0062,0.0011,0.0045,0.0039,0.0037
-9e-04,1e-04,8e-04,0.0024,0.0058,0.0034,0.0033,0.004,0.0041,0.0031,0.0037
0.0011,0.0047,-0.0014,0.0013,0.0022,0.0035,0.0038,0.0057,0.0042,0.0031,0.0037
0.014,0.0035,0.0043,-0.0013,0.0072,0,0.0023,0.003,0.0034,0.0031,0.0037
-0.0074,0.0017,6e-04,-2e-04,0.0063,0.004,0.0028,0.0025,0.0054,0.0037,0.0037
0.0048,0.0017,0.0012,0.0047,0.0046,0.0013,-1e-04,0.0036,0.0041,0.0051,0.0037
-0.0093,-0.0011,6e-04,-0.002,0.0041,0.0046,0.001,0.0044,0.0031,0.0037,0.0037
-0.0095,-0.006,0.0029,0.0073,0.0029,0.0046,0.0025,0.004,0.0041,0.0039,0.0037
-0.0018,0.0062,0.0019,0.0036,5e-04,0.0019,0.0036,0.0027,0.0047,0.0031,0.0037
-0.0095,1e-04,0.0092,0.0031,0,0.0018,0.0047,0.001,0.0033,0.0031,0.0037
0.0129,-0.0022,3e-04,0.0049,0.0074,0.0016,0.0018,0.0016,0.0033,0.0037,0.0037
0.0101,-0.0047,-2e-04,0.0012,0.0025,0.0018,0.0051,0.0045,0.0057,0.0039,0.0037
0.0011,0.0051,-0.0019,0.0038,2e-04,0.0024,0.0062,0.0022,0.0035,0.003,0.0037
0.0139,0.0089,0.0073,0.0078,0.0075,0.0036,0.0037,0.0053,0.0038,0.0037,0.0037
0.0121,-6e-04,0.0055,0.0064,0.0049,0.0035,0.0023,0.0043,0.0041,0.0051,0.0037
-9e-04,0.0043,-5e-04,0.0036,0.0041,-6e-04,0.0056,0.0046,0.0045,0.0037,0.0037
-0.01,0.0104,-0.006,0.0021,0.0055,0.0065,0.0049,0.006,0.0024,0.0051,0.0037
0.0129,0.0042,0.0111,0.0041,0.0036,0.0026,0.0025,0.0029,0.0049,0.0033,0.0037
0.014,0.0026,0.0054,0.0068,0.0016,0.0019,0.0039,0.0043,0.0024,0.003,0.0037
0.0172,0.0038,0.0054,-7e-04,3e-04,0.0018,0.0048,0.0023,0.0054,0.0037,0.0037
-0.0074,-0.0093,-0.0015,0.001,0.0042,0.0011,0.0049,0.0013,0.003,0.0041,0.0037
0.0033,0.0064,0.0014,0.0054,7e-04,0.0027,0.008,0.0026,0.0016,0.0039,0.0037
0.0121,0.0052,0.0018,0.0029,0.0037,0.0034,0.0052,0.0035,0.0038,0.0037,0.0037
0.0061,0.0066,0.0079,0.005,0.0056,0.006,0.0045,0.003,0.0033,0.0033,0.0037
0.0129,0.0047,0.0041,0.0037,0.0013,0.0082,0.0013,0.004,0.0049,0.0039,0.0037
0.0091,0.0061,0.0057,0.0035,0.0047,0.0049,0.0057,0.0022,0.0033,0.0024,0.0037
-0.0027,0.0068,-0.0014,0.0011,3e-04,0.0073,0.007,0.003,0.0033,0.003,0.0037
0,-3e-04,6e-04,0.0061,0.0035,0.0027,0.0026,0.0037,0.0043,0.0031,0.0037
0.0225,0.0041,0.006,0.0077,0.009,0.0043,0.0032,0.0027,0.0039,0.0037,0.0037
0.0048,-0.0024,0.0047,0.002,0.004,0.0073,0.0039,0.0039,0.0054,0.0033,0.0037
0.0068,0.0064,0.0058,0.0023,0.0036,0.0036,0.0018,0.0031,0.0036,0.0037,0.0037
0.0121,0.0063,0.0094,0.0049,0.0028,0.002,0.0063,0.0059,0.0018,0.0037,0.0037
0.0068,0.0037,0.0065,0.0044,0.0021,0.0046,0.0068,0.0035,0.0028,0.0039,0.0037
9e-04,0.0107,0.0111,0.0061,0.0045,0.006,0.0022,0.0036,0.0038,0.0031,0.0037
-0.0041,-0.0025,0.0089,0.0021,0.0025,0.0023,0.0045,0.0046,0.0037,0.0024,0.0037
-0.01,-3e-04,0.0064,0.0054,0.0011,0.0062,0.0052,0.0049,0.0037,0.0039,0.0037
0.0172,-0.0022,0.0012,0.002,0.0042,3e-04,0.0042,0.0055,0.0025,0.003,0.0037
0.0202,0.0074,0.0078,0.0018,0.0025,0.003,0.0069,0.0035,0.004,0.0039,0.0037
-6e-04,0.012,0.0096,0.004,0.0011,0.0069,0.0049,0.0035,0.0034,0.0037,0.0037
0.0071,-0.0041,0.006,0.0043,0.0068,0.0062,0.0048,0.0016,0.0037,0.0037,0.0037
0.0103,0.0024,0.0084,0.0052,0.0025,0.004,0.0037,0.0031,0.003,0.0039,0.0037
0.0103,0.0066,0.0022,3e-04,0.0039,0.0057,0.005,0.0031,0.0032,0.0024,0.0037
-6e-04,-0.0093,0.0107,0.0052,0.0011,0.004,0.0056,0.0053,0.0032,0.0041,0.0037
0.0014,-0.0105,0.0038,0.0064,-3e-04,0.0065,0.0035,0.0021,0.0033,0.003,0.0037
-0.0178,0.0064,0.0108,-7e-04,0.0052,0.0077,0.001,0.0039,0.0018,0.0037,0.0037
-0.0093,0.0074,0.0026,0.0033,0.0018,0.003,0.0029,0.0049,0.0029,0.0037,0.0037
-0.0178,0.0098,0.0094,-5e-04,0.0042,0.0049,0.0052,0.0032,0.0041,0.0051,0.0037
0.0129,0.0081,-0.0027,0.0023,0.0023,0.0061,0.0045,0.0013,0.0024,0.0039,0.0037
0.0034,-0.0069,6e-04,0.0043,0.0044,0.0054,0.0019,0.0045,0.0043,0.0051,0.0037
0.0139,0.0049,3e-04,0.0025,0.0029,0.0038,0.0049,0.003,0.0024,0.0037,0.0037
-0.0027,0.0037,0.0058,0.006,0.0025,0.0027,0.0039,0.0037,0.0034,0.0031,0.0037
0.0068,-0.0047,0.005,0,0.002,0.0038,0.0017,0.0027,0.0018,0.0039,0.0037
0.0048,0.012,0.0027,-0.0013,0.0046,0.0047,0.003,0.0066,0.0049,0.0033,0.0037
0.0068,0.0014,0.004,0.0058,0.0031,0.0028,0.0036,0.0031,0.0032,0.0051,0.0037
0.0101,-0.0012,0.0052,-0.0013,0.0014,0.0044,0.0049,0.0032,0.0024,0.0041,0.0037
0.0023,-0.0043,-4e-04,0.0088,0.0025,0.0069,0.0029,0.0031,0.0043,0.0041,0.0037
-0.0058,0.0074,7e-04,0.0025,0.0053,0.0043,0.0045,0.0022,0.0032,0.0051,0.0037
0.0074,0.0028,0.0075,-0.0029,0.005,0.0044,0.0023,0.0036,0.0032,0.0033,0.0037
