"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12"
0.1957,0.1551,0.1289,0.1135,0.0985,0.0881,0.0858,0.104,0.1139,0.1071,0.1027
