"Npop2","Npop3","Npop5","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14"
0.2856,0.2415,0.2155,0.1793,0.2499,0.233,0.2138,0.1944,0.181,0.1873,0.177
