"Npop2","Npop3","Npop5","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14"
0.3151,0.2288,0.169,0.1447,0.1336,0.1253,0.1422,0.1933,0.1809,0.1873,0.177
